ID,tags,text,tokens,ner_tags
NCT03126110,",54:67:treatment",Has not recovered to ≤ Grade 1 from toxic effects of prior therapy,"['Has' 'not' 'recovered' 'to' '≤' 'Grade' '1' 'from' 'toxic' 'effects'
 'of' 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT03104699,"32:45:treatment,,",Persisting toxicity related to prior therapy of NCI CTCAE grade >1 severity,"['Persisting' 'toxicity' 'related' 'to' 'prior' 'therapy' 'of' 'NCI'
 'CTCAE' 'grade' '>' '1' 'severity']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT03007030,13:26:treatment,Any line of prior therapy,['Any' 'line' 'of' 'prior' 'therapy'],[0. 0. 0. 1. 1.]
NCT02942095,"28:41:treatment,,",Patient who were receiving prior therapy will require wash out period of either more than 2 weeks or more than 5 half-lives whichever shorter,"['Patient' 'who' 'were' 'receiving' 'prior' 'therapy' 'will' 'require'
 'wash' 'out' 'period' 'of' 'either' 'more' 'than' '2' 'weeks' 'or' 'more'
 'than' '5' 'half-lives' 'whichever' 'shorter']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02932280,"52:65:treatment,",have recovered from the acute toxic effects of all prior therapy to ≤ grade 1 before entering this study,"['have' 'recovered' 'from' 'the' 'acute' 'toxic' 'effects' 'of' 'all'
 'prior' 'therapy' 'to' '≤' 'grade' '1' 'before' 'entering' 'this' 'study']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02912572,",,42:55:treatment",Persisting Grade >=2 toxicity related to prior therapy,['Persisting' 'Grade' '>' '=2' 'toxicity' 'related' 'to' 'prior' 'therapy'],[0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02584647,11:24:treatment,Allowable prior therapy,['Allowable' 'prior' 'therapy'],[0. 1. 1.]
NCT02553460,9:22:treatment,Limited prior therapy,['Limited' 'prior' 'therapy'],[0. 1. 1.]
NCT02425904,49:62:treatment,There is no limitation of amount or the type of prior therapy or drugs,"['There' 'is' 'no' 'limitation' 'of' 'amount' 'or' 'the' 'type' 'of'
 'prior' 'therapy' 'or' 'drugs']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
NCT02392572,"51:64:treatment,",Persistent clinically significant toxicities from prior therapy must not be greater than grade 1,"['Persistent' 'clinically' 'significant' 'toxicities' 'from' 'prior'
 'therapy' 'must' 'not' 'be' 'greater' 'than' 'grade' '1']",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02383927,34:47:treatment,has relapsed or is refractory to prior therapy,['has' 'relapsed' 'or' 'is' 'refractory' 'to' 'prior' 'therapy'],[0. 0. 0. 0. 0. 0. 1. 1.]
NCT02370693,",,,,58:71:treatment",Fall in FVC > 10% over 6 months on at least 12 months of prior therapy,"['Fall' 'in' 'FVC' '>' '10' '%' 'over' '6' 'months' 'on' 'at' 'least' '12'
 'months' 'of' 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02340156,61:74:treatment,Radiographic demonstration of disease progression following prior therapy,"['Radiographic' 'demonstration' 'of' 'disease' 'progression' 'following'
 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 1. 1.]
NCT02315612,67:80:treatment,"Subjects must have recovered from the acute side effects of their prior therapy, such that eligibility criteria are met","['Subjects' 'must' 'have' 'recovered' 'from' 'the' 'acute' 'side'
 'effects' 'of' 'their' 'prior' 'therapy' ',' 'such' 'that' 'eligibility'
 'criteria' 'are' 'met']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02302235,",,62:75:treatment",Failure to recover from <CTCAE grade 2 toxicities related to prior therapy,"['Failure' 'to' 'recover' 'from' '<' 'CTCAE' 'grade' '2' 'toxicities'
 'related' 'to' 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02192359,42:55:treatment,Any clinically significant toxicity from prior therapy must have improved to grade 0 or grade 1,"['Any' 'clinically' 'significant' 'toxicity' 'from' 'prior' 'therapy'
 'must' 'have' 'improved' 'to' 'grade' '0' 'or' 'grade' '1']",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02159495,"39:52:treatment,","Non hematological toxicity related to prior therapy must either have returned to =< grade 2, baseline, or deemed irreversible","['Non' 'hematological' 'toxicity' 'related' 'to' 'prior' 'therapy' 'must'
 'either' 'have' 'returned' 'to' '=' '<' 'grade' '2' ',' 'baseline' ','
 'or' 'deemed' 'irreversible']",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02146924,"39:52:treatment,","Non-hematological toxicity related to prior therapy must either have returned to =< grade 3, baseline, or deemed irreversible","['Non-hematological' 'toxicity' 'related' 'to' 'prior' 'therapy' 'must'
 'either' 'have' 'returned' 'to' '=' '<' 'grade' '3' ',' 'baseline' ','
 'or' 'deemed' 'irreversible']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02101034,",49:62:treatment",Minimum of 14 days elapsed since the end of any prior therapy,"['Minimum' 'of' '14' 'days' 'elapsed' 'since' 'the' 'end' 'of' 'any'
 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02013336,27:40:treatment,Disease progression after prior therapy in locally advanced or metastatic setting,"['Disease' 'progression' 'after' 'prior' 'therapy' 'in' 'locally'
 'advanced' 'or' 'metastatic' 'setting']",[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
NCT01954576,"36:49:treatment,,","Recovery from the toxic effects of prior therapy to not more than grade 1 or >3 weeks from prior therapy to registration, whichever is later","['Recovery' 'from' 'the' 'toxic' 'effects' 'of' 'prior' 'therapy' 'to'
 'not' 'more' 'than' 'grade' '1' 'or' '>' '3' 'weeks' 'from' 'prior'
 'therapy' 'to' 'registration' ',' 'whichever' 'is' 'later']","[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
NCT01906385,"30:43:treatment,,",Recovered from toxicities of prior therapy to grade 0 or 1,"['Recovered' 'from' 'toxicities' 'of' 'prior' 'therapy' 'to' 'grade' '0'
 'or' '1']",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]
NCT01896999,"5:18:treatment,",All prior therapy must have been completed at least 21 days prior to enrollment,"['All' 'prior' 'therapy' 'must' 'have' 'been' 'completed' 'at' 'least'
 '21' 'days' 'prior' 'to' 'enrollment']",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT01865162,",,62:75:treatment",Failure to recover from <CTCAE grade 2 toxicities related to prior therapy,"['Failure' 'to' 'recover' 'from' '<' 'CTCAE' 'grade' '2' 'toxicities'
 'related' 'to' 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT01849146,35:48:treatment,recovered from severe toxicity of prior therapy,['recovered' 'from' 'severe' 'toxicity' 'of' 'prior' 'therapy'],[0. 0. 0. 0. 0. 1. 1.]
NCT01553071,49:62:treatment,Patients must have recovered from toxicities of prior therapy,"['Patients' 'must' 'have' 'recovered' 'from' 'toxicities' 'of' 'prior'
 'therapy']",[0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT01430390,67:80:treatment,"Subjects must have recovered from the acute side effects of their prior therapy, such that eligibility criteria are met","['Subjects' 'must' 'have' 'recovered' 'from' 'the' 'acute' 'side'
 'effects' 'of' 'their' 'prior' 'therapy' ',' 'such' 'that' 'eligibility'
 'criteria' 'are' 'met']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT01371630,9:22:treatment,minimal prior therapy,['minimal' 'prior' 'therapy'],[0. 1. 1.]
NCT01037790,"74:87:treatment,","The subject has not recovered from clinically-meaningful toxicity due to prior therapy (i.e., back to baseline or Grade ≤ 1)","['The' 'subject' 'has' 'not' 'recovered' 'from' 'clinically-meaningful'
 'toxicity' 'due' 'to' 'prior' 'therapy' '(' 'i.e.' ',' 'back' 'to'
 'baseline' 'or' 'Grade' '≤' '1' ')']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT00412594,79:92:treatment,Patients with relapsed disease are eligible if they have had no more than one prior therapy,"['Patients' 'with' 'relapsed' 'disease' 'are' 'eligible' 'if' 'they'
 'have' 'had' 'no' 'more' 'than' 'one' 'prior' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT00004317,",25:38:treatment",No more than 1 month of prior therapy,['No' 'more' 'than' '1' 'month' 'of' 'prior' 'therapy'],[0. 0. 0. 0. 0. 0. 1. 1.]
NCT02542202,"18:21:chronic_disease,69:128:treatment,,,","patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration","['patients' 'who' 'are' 'HIV' 'positive' 'are' 'eligible' ',' 'provided'
 'they' 'are' 'under' 'treatment' 'with' 'highly' 'active'
 'antiretroviral' 'therapy' '(' 'HAART' ')' 'and' 'have' 'a' 'CD4' 'count'
 '>' '=' '200' 'cells/microliter' 'within' '30' 'days' 'prior' 'to'
 'registration']","[0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02346253,"1:4:chronic_disease,61:120:treatment,,,","HIV-positive patients are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter no more than 30 days prior to registration","['HIV-positive' 'patients' 'are' 'eligible' ',' 'provided' 'they' 'are'
 'under' 'treatment' 'with' 'highly' 'active' 'antiretroviral' 'therapy'
 '(' 'HAART' ')' 'and' 'have' 'a' 'CD4' 'count' '>' '=' '200'
 'cells/microliter' 'no' 'more' 'than' '30' 'days' 'prior' 'to'
 'registration']","[2. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT03175159,1:4:chronic_disease,HIV-uninfected,['HIV-uninfected'],[2.]
NCT03175159,26:29:chronic_disease,Involvement in any other HIV Prevention study that may interfere with the ability to test major study outcomes,"['Involvement' 'in' 'any' 'other' 'HIV' 'Prevention' 'study' 'that' 'may'
 'interfere' 'with' 'the' 'ability' 'to' 'test' 'major' 'study' 'outcomes']",[0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03167606,1:4:chronic_disease,HIV+,['HIV+'],[2.]
NCT03167606,13:16:chronic_disease,Self-report HIV-negative or unknown status,['Self-report' 'HIV-negative' 'or' 'unknown' 'status'],[0. 2. 0. 0. 0.]
NCT03157167,16:19:chronic_disease,The subject is HIV positive,['The' 'subject' 'is' 'HIV' 'positive'],[0. 0. 0. 2. 0.]
NCT03135886,17:20:chronic_disease,are offered any HIV and/or HCV tests,['are' 'offered' 'any' 'HIV' 'and/or' 'HCV' 'tests'],[0. 0. 0. 2. 0. 0. 0.]
NCT03132415,1:4:chronic_disease,HIV-positive,['HIV-positive'],[2.]
NCT03132415,16:19:chronic_disease,Self-report as HIV-negative or sero-status unaware,['Self-report' 'as' 'HIV-negative' 'or' 'sero-status' 'unaware'],[0. 0. 2. 0. 0. 0.]
NCT03109431,23:26:chronic_disease,Acutely infected with HIV,['Acutely' 'infected' 'with' 'HIV'],[0. 0. 0. 2.]
NCT03109431,1:4:chronic_disease,HIV-negative (high-risk HIV-negative youth will be invited to participate in another study),"['HIV-negative' '(' 'high-risk' 'HIV-negative' 'youth' 'will' 'be'
 'invited' 'to' 'participate' 'in' 'another' 'study' ')']",[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03109431,1:4:chronic_disease,HIV-positive serostatus,['HIV-positive' 'serostatus'],[2. 0.]
NCT03088709,14:17:chronic_disease,Positive for HIV,['Positive' 'for' 'HIV'],[0. 0. 2.]
NCT03086057,1:4:chronic_disease,HIV Positive at baseline,['HIV' 'Positive' 'at' 'baseline'],[2. 0. 0. 0.]
NCT03081559,38:41:chronic_disease,"Evidence of suboptimal engagement in HIV care, as indicated by one or more","['Evidence' 'of' 'suboptimal' 'engagement' 'in' 'HIV' 'care' ',' 'as'
 'indicated' 'by' 'one' 'or' 'more']",[0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03081559,1:4:chronic_disease,HIV+ confirmed via antibody testing,['HIV+' 'confirmed' 'via' 'antibody' 'testing'],[2. 0. 0. 0. 0.]
NCT03081559,"14:17:chronic_disease,",Reporting no HIV primary care appointments in the prior 6 months,"['Reporting' 'no' 'HIV' 'primary' 'care' 'appointments' 'in' 'the' 'prior'
 '6' 'months']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT03078153,1:4:chronic_disease,HIV negative,['HIV' 'negative'],[2. 0.]
NCT03078153,1:4:chronic_disease,HIV positive,['HIV' 'positive'],[2. 0.]
NCT03078153,27:30:chronic_disease,Not enrolled in any other HIV prevention trial,['Not' 'enrolled' 'in' 'any' 'other' 'HIV' 'prevention' 'trial'],[0. 0. 0. 0. 0. 2. 0. 0.]
NCT03060772,1:4:chronic_disease,HIV-positive,['HIV-positive'],[2.]
NCT03059355,23:26:chronic_disease,Be serum positive for HIV,['Be' 'serum' 'positive' 'for' 'HIV'],[0. 0. 0. 0. 2.]
NCT03056339,29:32:chronic_disease,Known positive serology for HIV,['Known' 'positive' 'serology' 'for' 'HIV'],[0. 0. 0. 0. 2.]
NCT03004170,"96:99:chronic_disease,",Report engaging in one or more occasions of condomless anal and/or vaginal intercourse with an HIV-negative or unknown HIV serostatus sex partner in the 3 months prior to study enrollment,"['Report' 'engaging' 'in' 'one' 'or' 'more' 'occasions' 'of' 'condomless'
 'anal' 'and/or' 'vaginal' 'intercourse' 'with' 'an' 'HIV-negative' 'or'
 'unknown' 'HIV' 'serostatus' 'sex' 'partner' 'in' 'the' '3' 'months'
 'prior' 'to' 'study' 'enrollment']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
NCT02979366,12:15:chronic_disease,arriers of HIV antibodies,['arriers' 'of' 'HIV' 'antibodies'],[0. 0. 2. 0.]
NCT02953509,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02944578,"1:4:chronic_disease,",HIV negative women,['HIV' 'negative' 'women'],[2. 0. 0.]
NCT02944578,"1:4:chronic_disease,",HIV positive women,['HIV' 'positive' 'women'],[2. 0. 0.]
NCT02929069,"1:4:chronic_disease,,","HIV sexual risk (≥1 act of condomless anal with a male partner of unknown status or HIV+ status, unless with HIV+ partner with known undetectable viral load)","['HIV' 'sexual' 'risk' '(' '≥1' 'act' 'of' 'condomless' 'anal' 'with' 'a'
 'male' 'partner' 'of' 'unknown' 'status' 'or' 'HIV+' 'status' ','
 'unless' 'with' 'HIV+' 'partner' 'with' 'known' 'undetectable' 'viral'
 'load' ')']","[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
NCT02929069,1:4:chronic_disease,HIV-negative status,['HIV-negative' 'status'],[2. 0.]
NCT02929069,1:4:chronic_disease,HIV-positive status,['HIV-positive' 'status'],[2. 0.]
NCT02915744,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02907944,"27:30:chronic_disease,",Employed at participating HIV clinic for at least 6 months,"['Employed' 'at' 'participating' 'HIV' 'clinic' 'for' 'at' 'least' '6'
 'months']",[0. 0. 0. 2. 0. 0. 0. 0. 0. 0.]
NCT02907944,1:4:chronic_disease,HIV-infected,['HIV-infected'],[2.]
NCT02907944,11:14:chronic_disease,Receiving HIV care in the index clinic,['Receiving' 'HIV' 'care' 'in' 'the' 'index' 'clinic'],[0. 2. 0. 0. 0. 0. 0.]
NCT02895945,"1:4:chronic_disease,,",HIV+ with stable disease and CD4+ count ≥ 200 cells/mm^3 at screening,"['HIV+' 'with' 'stable' 'disease' 'and' 'CD4+' 'count' '≥' '200'
 'cells/mm^3' 'at' 'screening']",[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02848417,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02835729,7:10:chronic_disease,Known HIV-infected patients,['Known' 'HIV-infected' 'patients'],[0. 2. 0.]
NCT02833805,1:4:chronic_disease,HIV seropositivity,['HIV' 'seropositivity'],[2. 0.]
NCT02820350,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02801747,"27:30:chronic_disease,,,","Sub-optimal engagement in HIV care (assessed from the medical record, defined as less than 1 visit in every 4-mo. period in the past year [two of them at least 90 days apart], pro-rated for those diagnosed less than a year ago) or > 2 missed visits (without prior cancellation) in the past year","['Sub-optimal' 'engagement' 'in' 'HIV' 'care' '(' 'assessed' 'from' 'the'
 'medical' 'record' ',' 'defined' 'as' 'less' 'than' '1' 'visit' 'in'
 'every' '4-mo' '.' 'period' 'in' 'the' 'past' 'year' '[' 'two' 'of'
 'them' 'at' 'least' '90' 'days' 'apart' ']' ',' 'pro-rated' 'for' 'those'
 'diagnosed' 'less' 'than' 'a' 'year' 'ago' ')' 'or' '>' '2' 'missed'
 'visits' '(' 'without' 'prior' 'cancellation' ')' 'in' 'the' 'past'
 'year']","[0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02797262,1:4:chronic_disease,HIV-infected individuals in HIV care,['HIV-infected' 'individuals' 'in' 'HIV' 'care'],[2. 0. 0. 0. 0.]
NCT02796027,23:26:chronic_disease,positive confirmatory HIV test,['positive' 'confirmatory' 'HIV' 'test'],[0. 0. 2. 0.]
NCT02772562,51:54:chronic_disease,"immunocompromised individuals, such as those with HIV","['immunocompromised' 'individuals' ',' 'such' 'as' 'those' 'with' 'HIV']",[0. 0. 0. 0. 0. 0. 0. 2.]
NCT02770547,1:4:chronic_disease,HIV positive,['HIV' 'positive'],[2. 0.]
NCT02770326,"1:4:chronic_disease,,",HIV infection with CD4 count <240,['HIV' 'infection' 'with' 'CD4' 'count' '<' '240'],[2. 0. 0. 0. 0. 0. 0.]
NCT02766998,1:4:chronic_disease,HIV positive mothers,['HIV' 'positive' 'mothers'],[2. 0. 0.]
NCT02764853,1:4:chronic_disease,HIV-positive,['HIV-positive'],[2.]
NCT02759575,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02734771,24:27:chronic_disease,Patient is known to be HIV positive (test result not required for enrollment),"['Patient' 'is' 'known' 'to' 'be' 'HIV' 'positive' '(' 'test' 'result'
 'not' 'required' 'for' 'enrollment' ')']",[0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02660528,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02641093,1:4:chronic_disease,HIV,['HIV'],[2.]
NCT02635360,18:21:chronic_disease,Known history of HIV,['Known' 'history' 'of' 'HIV'],[0. 0. 0. 2.]
NCT02629120,1:4:chronic_disease,HIV positive,['HIV' 'positive'],[2. 0.]
NCT02629120,9:12:chronic_disease,Must be HIV negative,['Must' 'be' 'HIV' 'negative'],[0. 0. 2. 0.]
NCT02610374,1:4:chronic_disease,HIV-infected cohort (Cohort A),['HIV-infected' 'cohort' '(' 'Cohort' 'A' ')'],[2. 0. 0. 0. 0. 0.]
NCT02610374,1:4:chronic_disease,HIV-negative cohorts (Cohort B and C),['HIV-negative' 'cohorts' '(' 'Cohort' 'B' 'and' 'C' ')'],[2. 0. 0. 0. 0. 0. 0. 0.]
NCT02600273,10:13:chronic_disease,"Unstable HIV or associated comorbidities, as determined by a licensed medical professional","['Unstable' 'HIV' 'or' 'associated' 'comorbidities' ',' 'as' 'determined'
 'by' 'a' 'licensed' 'medical' 'professional']",[0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02593123,23:26:chronic_disease,Negative serology for HIV,['Negative' 'serology' 'for' 'HIV'],[0. 0. 0. 2.]
NCT02578641,1:4:chronic_disease,HIV Positive,['HIV' 'Positive'],[2. 0.]
NCT02578641,"11:14:chronic_disease,",Status of HIV must be confirmed via a HIV antibody test or other confirmatory tests available within 12 months before screening or at screening,"['Status' 'of' 'HIV' 'must' 'be' 'confirmed' 'via' 'a' 'HIV' 'antibody'
 'test' 'or' 'other' 'confirmatory' 'tests' 'available' 'within' '12'
 'months' 'before' 'screening' 'or' 'at' 'screening']",[0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02567422,33:36:chronic_disease,patients with poorly controlled HIV,['patients' 'with' 'poorly' 'controlled' 'HIV'],[0. 0. 0. 0. 2.]
NCT02566395,1:4:chronic_disease,HIV positive,['HIV' 'positive'],[2. 0.]
NCT02566304,1:4:chronic_disease,HIV positive,['HIV' 'positive'],[2. 0.]
NCT02552953,13:16:chronic_disease,Known to be HIV-positive,['Known' 'to' 'be' 'HIV-positive'],[0. 0. 0. 2.]
NCT02543983,10:13:chronic_disease,Positive HIV test,['Positive' 'HIV' 'test'],[0. 2. 0.]
NCT02542202,1:4:chronic_disease,HIV testing is not required for eligibility for this protocol,"['HIV' 'testing' 'is' 'not' 'required' 'for' 'eligibility' 'for' 'this'
 'protocol']",[2. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02541903,7:10:chronic_disease,known HIV carrier,['known' 'HIV' 'carrier'],[0. 2. 0.]
NCT02531932,20:23:chronic_disease,A known history of HIV seropositivity,['A' 'known' 'history' 'of' 'HIV' 'seropositivity'],[0. 0. 0. 0. 2. 0.]
NCT02531880,19:22:chronic_disease,Positive test for HIV,['Positive' 'test' 'for' 'HIV'],[0. 0. 0. 2.]
NCT02531295,",,37:40:chronic_disease",Pre-ART viral load <2000 copies/ml (HIV controllers),"['Pre-ART' 'viral' 'load' '<' '2000' 'copies/ml' '(' 'HIV' 'controllers'
 ')']",[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
NCT02529644,",143:146:chronic_disease",Minors 18 and under are intentionally excluded since the intervention study has been designed specifically for adults with information of how HIV affects the African American adult population,"['Minors' '18' 'and' 'under' 'are' 'intentionally' 'excluded' 'since'
 'the' 'intervention' 'study' 'has' 'been' 'designed' 'specifically' 'for'
 'adults' 'with' 'information' 'of' 'how' 'HIV' 'affects' 'the' 'African'
 'American' 'adult' 'population']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0.
 0. 0. 0. 0.]"
